ID,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
2203618,Owner,0,0,2,BHK,1150.234742,1,1,"Court More, Police Lane,Asansol",23.68333,86.96667,24.5
2203619,Dealer,1,1,4,BHK,2300.172513,0,1,"Manpada,Maharashtra",19.239813,72.962722,240
2203620,Dealer,1,1,3,BHK,1675.485009,0,1,"Zirakpur,Chandigarh",30.662283,76.822397,57
2203621,Owner,0,0,2,BHK,1230.0123,1,1,"Ramamurthy Nagar,Bangalore",13.013312,77.662077,60
2203622,Dealer,0,1,2,BHK,1070.009172,1,1,"Varthur,Bangalore",12.9407,77.7466,70
2203623,Dealer,1,1,1,BHK,330.0043422,0,1,"Thane West,Maharashtra",19.18,72.96333,76
2203624,Owner,0,0,1,BHK,433.0376003,1,1,"Shastradhara Road IT Park Raja Ram Vihar,Dehradun",30.335216,78.013538,20.5
2203625,Owner,0,0,2,BHK,870.1472557,1,1,"Sarvdharm Colony,Bhopal",23.25,77.41667,26
2203626,Dealer,1,1,3,BHK,1698.989899,0,1,"Sector-150 Noida,Noida",28.429614,77.481711,84.1
2203627,Owner,0,0,3,BHK,1300.182482,1,1,"Jagatpura,Jaipur",26.832353,75.841749,28.5
2203628,Dealer,0,0,3,BHK,1402.961808,1,1,"Mansarovar,Jaipur",26.8626,75.7633,36
2203629,Owner,0,0,2,BHK,820.1202843,1,1,"Narendrapur,Kolkata",22.43917,88.39583,30
2203630,Owner,0,0,3,BHK,1450,1,1,"Kadugodi,Bangalore",12.995285,77.766797,58
2203631,Dealer,0,0,4,BHK,2674.217398,1,1,"Mohamadwadi,Pune",18.52361,73.84778,170
2203632,Owner,0,1,1,BHK,420.5838694,1,1,"Khazoor Gaon,Barabanki",26.955878,81.107692,8.5
2203633,Owner,0,0,2,BHK,1035.10351,1,1,"Trimurti Nagar,Nagpur",21.111835,79.038732,46
2203634,Dealer,0,0,3,BHK,2500,1,1,"Cuffe Parade,Mumbai",18.9147285,72.8202265,1800
2203635,Owner,0,0,1,BHK,615.0061501,1,1,"Yemlur,Bangalore",12.96991,77.59796,55
2203636,Dealer,1,1,2,BHK,1186.834054,0,1,"Mahim (West),Maharashtra",19.038516,72.840041,450
2203637,Owner,0,0,1,BHK,560.0814664,1,1,"Kaulkhed,Akola",20.785242,77.281398,16.5
2203638,Dealer,0,1,2,BHK,742.482366,1,1,"Borivali (East),Maharashtra",19.235,72.8598,180
2203639,Dealer,0,0,2,BHK,1177.536232,1,1,"Kalyani Nagar,Pune",18.5481,73.8995,130
2203640,Dealer,0,0,2,BHK,979.0450017,1,1,"Sector 77 Faridabad,Faridabad",28.368269,77.37273,28.5
2203641,Owner,1,0,2,BHK,765.0273224,0,1,"Porvorim,Goa",15.40194,74.04333,56
2203642,Dealer,0,0,3,BHK,1490.041052,1,1,"Fatima Nagar,Pune",18.502635,73.900739,98
2203643,Dealer,1,0,2,BHK,952.3809524,0,1,"Velachery,Chennai",12.982389,80.223183,62.6
2203644,Owner,0,1,4,BHK,2404.735479,1,1,"Sector-75 Noida,Noida",28.576117,77.382136,130
2203645,Dealer,0,0,2,BHK,1050.070432,1,1,"Bevarly Park,Mumbai",19.097621,73.000882,82
2203646,Owner,0,0,4,BHK,5777.777778,1,1,"Sansarpur,Jalandhar",31.265946,75.62148,130
2203647,Dealer,1,0,3,BHK,1617.357002,0,1,"Morabadi,Ranchi",23.398893,85.335374,57.4
2203648,Dealer,1,0,1,BHK,950.1187648,0,1,"Karade Khurd,Lalitpur",23.950839,79.057817,36
2203649,Dealer,0,0,2,BHK,1000,1,1,"Vajarahalli,Bangalore",12.864738,77.547489,45
2203650,Dealer,1,0,2,BHK,783.1325301,0,1,"New Barrakpur,Kolkata",22.680731,88.442807,15.6
2203651,Owner,0,0,2,BHK,715.0595883,1,1,"Marsur,Bangalore",12.928575,77.585721,33
2203652,Builder,1,0,1,BHK,627.3972603,0,0,"Igatpuri,Maharashtra",19.7,73.55,22.9
2203653,Dealer,1,1,2,BHK,1231.098622,0,1,"Whitefield,Bangalore",12.9958935,77.761394,92
2203654,Dealer,0,1,2,BHK,1294.797688,1,1,"Undri,Pune",18.452663,73.93104,56
2203655,Owner,0,0,2,BHK,1125,1,1,"Tindlu,Bangalore",13.069548,77.563542,72
2203656,Owner,0,0,2,BHK,667.090216,1,1,"New Sanghvi,Pune",18.57942,73.815235,42
2203657,Dealer,0,1,3,BHK,1595.065929,1,1,"Sector-137 Noida,Noida",28.506454,77.409568,75
2203658,Owner,0,0,2,BHK,1175.05675,1,1,"Brindavan Nagar,Bangalore",12.96991,77.59796,88
2203659,Dealer,1,1,3,BHK,1375,0,1,"Baner,Pune",18.558319,73.77588,110
2203660,Owner,0,0,4,BHK,1739.95571,1,1,"Durga Mandir,Asansol",23.68333,86.96667,55
2203661,Owner,0,0,2,BHK,1070.154578,1,1,"Sector-137 Noida,Noida",28.506454,77.409568,45
2203662,Dealer,1,1,1,BHK,600,0,1,"Mahim,Palghar",19.6394,72.7256,18.6
2203663,Dealer,0,0,3,BHK,1625.030318,1,1,"Sector-119 Noida,Noida",28.587711,77.403123,67
2203664,Owner,0,1,1,BHK,692.0415225,1,1,"Wagholi,Pune",18.5823,73.983,28
2203665,Dealer,0,0,2,BHK,1117.068811,1,1,"Kaspate Vasti,Pune",18.52361,73.84778,75
2203666,Owner,0,0,2,BHK,900,1,1,"Thammanam,Kochi",9.930471,76.271273,45
2203667,Owner,0,0,2,BHK,600.1091107,1,1,"Khamariya,Bhilai",21.201983,81.374348,11
2203668,Owner,0,0,2,BHK,1100.025582,1,1,"Bhatar,Surat",18.92764,73.166178,43
2203669,Dealer,0,1,2,BHK,1024.06554,1,1,"New Panvel,Lalitpur",18.966114,73.148278,80
2203670,Dealer,0,1,2,BHK,1203.519256,1,1,"Electronic City Phase II,Bangalore",12.8458,77.6727,72.5
2203671,Owner,0,0,3,BHK,11310.34483,1,1,"Kalwar Road Royal City,Jaipur",26.9883,75.5846,16.4
2203672,Owner,0,0,2,BHK,952.154249,1,1,"Yadav Nagar,Nagpur",21.211041,79.192412,40
2203673,Dealer,0,0,1,BHK,807.3631519,1,1,"Nagoa,Goa",48.134195,11.584111,50
2203674,Owner,0,0,3,BHK,2200.220022,1,1,"Sector 2 Faridabad,Faridabad",28.153836,77.316984,60
2203675,Dealer,0,0,3,BHK,1270.186899,1,1,"Pisoli,Pune",18.440853,73.90536,70
2203676,Dealer,0,0,3,BHK,1711.662647,1,1,"Sector 11 Kharghar,Lalitpur",19.037971,73.070481,220
2203677,Owner,1,0,2,BHK,998.003992,0,1,"Rajpur,Kolkata",22.101107,88.374433,40
2203678,Dealer,0,1,3,BHK,1450.169701,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,47
2203679,Owner,0,0,3,BHK,1200.218221,1,1,"Mahuva,Bhavnagar",21.0833,71.8,22
2203680,Dealer,1,1,4,BHK,3141.196796,0,0,"Sector-65 Mohali,Mohali",30.696627,76.693764,200
2203681,Owner,0,0,3,BHK,1000,1,1,"Niwaru Road,Jaipur",26.91667,75.86667,35
2203682,Owner,0,0,2,BHK,949.8367468,1,1,"Gandhinagar,Gwalior",23.22,72.68,32
2203683,Dealer,0,0,2,BHK,1250,1,1,"Ahinsa Khand 2,Ghaziabad",28.9196,76.8972,40
2203684,Dealer,1,0,3,BHK,1345.170837,0,1,"Srinivasa Nagar,Visakhapatnam",17.809233,83.365307,50
2203685,Dealer,0,0,4,BHK,3386.268099,1,1,"Whitefield,Bangalore",12.9958935,77.761394,290
2203686,Dealer,0,1,4,BHK,4738.675958,1,1,"Sector-112 Gurgaon,Gurgaon",28.525772,77.013644,340
2203687,Dealer,0,0,3,BHK,1751.532591,1,1,"Whitefield,Bangalore",12.9958935,77.761394,140
2203688,Dealer,0,0,3,BHK,1150.137132,1,1,"Samata Nagar,Mumbai",19.206252,72.962035,130
2203689,Dealer,1,0,3,BHK,1239.130435,0,1,"Sundarpada,Bhubaneswar",20.230195,85.816005,28.5
2203690,Owner,0,0,3,BHK,1515.151515,1,1,"NIT Layout, Pratap Nagar,Nagpur",21.116978,79.058407,60
2203691,Owner,0,0,2,BHK,850.0303582,1,1,"Reshim Bagh,Nagpur",21.133445,79.1103,28
2203692,Owner,0,0,3,BHK,1330.229465,1,1,"Mango,Jamshedpur",22.835481,86.221099,40
2203693,Dealer,0,0,1,BHK,575.0273823,1,1,"Kandivali (East),Maharashtra",19.1955,72.8728,84
2203694,Owner,0,0,2,BHK,936.0649947,1,1,"Budigere Cross,Bangalore",13.141581,77.749756,53
2203695,Owner,0,0,4,BHK,2050.580998,1,1,"Ayodhya Bypass,Bhopal",23.25,77.41667,60
2203696,Owner,0,0,2,BHK,1183.020181,1,1,"Ambattur , Periyar Nagar,Chennai",13.0983,80.1622,68
2203697,Owner,0,0,2,BHK,850.1259446,1,1,"Talbagan,Kolkata",22.54111,88.33778,27
2203698,Owner,0,0,3,BHK,1100,1,1,"Annasandrapalya Extension,Bangalore",21,77,66
2203699,Dealer,0,0,1,BHK,665.0901567,1,1,"Sukhsagar Nagar,Pune",18.52361,73.84778,45
2203700,Owner,0,0,2,BHK,1560.232221,1,1,"Bannerghatta Road,Bangalore",12.808137,77.58308,43
2203701,Dealer,0,0,2,BHK,1641.458553,1,1,"Sector 26 Vashi,Lalitpur",28.576347,77.335084,140
2203702,Builder,0,1,3,BHK,6091.370558,1,0,"Subhash Nagar,Kota",30.927654,75.889492,60
2203703,Dealer,0,1,2,BHK,520.5622072,1,1,"Balkum,Lalitpur",24.69028,78.41889,100
2203704,Owner,0,0,1,BHK,506.0216577,1,1,"Taltala,Kolkata",22.128691,88.504832,50
2203705,Owner,0,1,3,BHK,1750.58548,1,1,"Shambhoo Khurd,Rajpura",30.434205,76.674988,29.9
2203706,Dealer,0,0,3,BHK,1301.929222,1,1,"Sector 2 HSR Layout,Bangalore",12.91,77.64,110
2203707,Dealer,0,1,2,BHK,1078.998073,1,1,"Pokhran-2,Mumbai",18.96667,72.83333,140
2203708,Dealer,0,1,2,BHK,1151.675688,1,1,"Ghodbunder Road,Lalitpur",24.69028,78.41889,100
2203709,Dealer,0,0,3,BHK,1345.054523,1,1,"Manpada,Lalitpur",24.69028,78.41889,280
2203710,Dealer,1,1,1,BHK,550.0045834,0,1,"Balkum,Lalitpur",24.69028,78.41889,60
2203711,Dealer,0,0,2,BHK,1300.102775,1,1,"Sector-24 Dharuhera,Dharuhera",28.22,76.78,25.3
2203712,Owner,0,0,3,BHK,2000,1,1,"Vaishali Nagar,Ajmer",26.487383,74.626901,55
2203713,Builder,1,1,1,BHK,363.7200737,0,0,"Jagatpura,Jaipur",26.832353,75.841749,7.9
2203714,Dealer,1,0,3,BHK,1794.124243,0,1,"Bakul Bagan,Kolkata",22.54111,88.33778,160
2203715,Dealer,0,0,2,BHK,1347.812201,1,1,"Sector 8 Sonipat,Sonipat",28.995663,77.077794,42.2
2203716,Dealer,0,0,4,BHK,5300.259713,1,1,"Armane Nagar,Bangalore",13.02375,77.577852,1000
2203717,Dealer,0,0,2,BHK,825.0424654,1,1,"Palaspe Phata,Lalitpur",24.6902,78.416,68
2203718,Dealer,0,0,3,BHK,1360.123648,1,1,"Vasundhara Nagar,Bhiwadi",28.65998,77.370279,44
2203719,Dealer,0,1,3,BHK,2248.35697,1,1,"Sector-150 Noida,Noida",28.429614,77.481711,130
2203720,Dealer,0,1,2,BHK,1002.047316,1,1,"Koyambedu,Chennai",13.069866,80.198423,88.1
2203721,Owner,0,0,2,BHK,1250,1,1,"Ajmer Road,Jaipur",26.928785,75.828002,25
2203722,Builder,0,1,2,BHK,1067.25735,1,0,"Sector 2B Vasundhara,Ghaziabad",30.762317,76.792426,53
2203723,Dealer,0,1,2,BHK,1397.931827,1,1,"Sector-100 Noida,Noida",28.542768,77.365736,73
2203724,Dealer,0,1,2,BHK,1431.049436,1,1,"Sector-66A Mohali,Mohali",30.661104,76.746082,66
2203725,Owner,0,0,2,BHK,1100.244499,1,1,"Torwa,Bilaspur",22.06372,82.191853,27
2203726,Dealer,0,0,3,BHK,1783.325903,1,1,"Alwarthirunagar,Chennai",13.09,80.27,160
2203727,Dealer,1,1,3,BHK,1390.293225,0,1,"Mihan,Nagpur",21.15389,79.08306,55
2203728,Owner,0,0,3,BHK,1504.8469,1,1,"Lake Town,Kolkata",22.603606,88.406203,97.8
2203729,Dealer,0,0,3,BHK,1800,1,1,"Bani Park,Jaipur",26.930121,75.790763,81
2203730,Dealer,0,0,2,BHK,797.9274611,1,1,"Mahindra City,Chennai",13.09,80.27,30.8
2203731,Dealer,0,0,2,BHK,750,1,1,"Hazrat ganj,Lucknow",27.651998,79.206622,30
2203732,Dealer,0,1,2,BHK,1015.062213,1,1,"Ulwe,Lalitpur",24.69028,78.41889,93
2203733,Dealer,1,1,1,BHK,678,0,0,"Keshav Nagar,Maharashtra",20.259661,79.018077,33.9
2203734,Dealer,1,1,2,BHK,1201.145708,0,1,"Thane West,Maharashtra",19.18,72.96333,130
2203735,Dealer,0,1,3,BHK,2333.333333,1,1,"Sector-3 Ulwe,Maharashtra",19.000869,73.118903,210
2203736,Dealer,0,0,3,BHK,2000,1,1,"Baner,Pune",18.558319,73.77588,150
2203737,Dealer,0,1,3,BHK,1637.153358,1,1,"Kalinganagar,Bhubaneswar",20.26444,85.82806,98
2203738,Owner,0,0,3,BHK,1400.16802,1,1,"Near 100 Feet Road,Palakkad",10.77917,76.65472,50
2203739,Dealer,1,0,2,BHK,750,0,1,"Bansdroni,Kolkata",22.470809,88.363181,22.5
2203740,Dealer,0,1,2,BHK,990.0990099,1,1,"Gomti Nagar,Lucknow",26.851,81.0011,36
2203741,Owner,0,0,3,BHK,1200,1,1,"Modinagar,Ghaziabad",28.840215,77.58006,27
2203742,Dealer,0,1,3,BHK,1595.006935,1,1,"Sector-137 Noida,Noida",28.506454,77.409568,69
2203743,Dealer,0,0,1,BHK,656.0364465,1,1,"Karve Nagar,Pune",18.490507,73.818086,72
2203744,Dealer,0,0,2,BHK,1091.703057,1,1,"Sector 10 Kharghar,Lalitpur",19.033956,73.075342,100
2203745,Owner,0,0,1,BHK,570.0958798,1,1,"Manjalpur,Vadodara",22.271214,73.188827,22
2203746,Owner,0,0,2,BHK,955.2401747,1,1,"Rasane Nagar,Ahmednagar",18.47713,73.939908,35
2203747,Dealer,0,0,2,BHK,1100.323625,1,1,"Vaishali Nagar,Jaipur",26.91868,75.750399,34
2203748,Owner,0,0,2,BHK,750,1,1,"Gandhigram-1,Rajkot",22.308966,70.776713,49.5
2203749,Dealer,0,0,3,BHK,1454.82389,1,1,"NIBM,Pune",18.475864,73.890009,95
2203750,Owner,0,1,2,BHK,620.0396825,1,1,"Bebadohal,Pune",18.52361,73.84778,25
2203751,Dealer,0,1,3,BHK,1599.660249,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,56.5
2203752,Dealer,1,0,1,BHK,507.8947368,0,1,"Mansarovar,Jaipur",26.8626,75.7633,19.3
2203753,Owner,0,0,3,BHK,1030.078286,1,1,"Baliguma,Jamshedpur",22.839412,86.250123,25
2203754,Owner,0,0,2,BHK,900.1956947,1,1,"MULLAI NAGAR MARUTHAMALAI ROAD,Coimbatore",11.040054,76.86655,23
2203755,Dealer,1,1,1,BHK,42723.97721,0,0,"Kanjur Marg (East),Maharashtra",18.96,72.82,9900
2203756,Owner,0,0,3,BHK,1800.643087,1,1,"528,Palwal,Palwal",28.14306,77.32694,28
2203757,Dealer,1,1,2,BHK,631.7774635,0,0,"Panvel,Lalitpur",18.966114,73.148278,67
2203758,Builder,1,1,2,BHK,687.7828054,0,0,"Kondhwa,Pune",18.52361,73.84778,53.2
2203759,Owner,1,1,3,BHK,1477.759716,0,1,"Hoodi,Bangalore",12.989437,77.717806,100
2203760,Owner,0,0,3,BHK,1111.111111,1,1,"Giri Nagar,Bangalore",12.9396,77.5452,75
2203761,Dealer,1,0,2,BHK,1252.82167,0,1,"PAL,Surat",21.17,72.83,44.4
2203762,Owner,0,0,2,BHK,1174.652241,1,1,"Ajmer Road,Jaipur",26.928785,75.828002,38
2203763,Owner,0,0,2,BHK,720,1,1,"Anna Nagar West,Chennai",13.086769,80.191135,90
2203764,Owner,0,0,2,BHK,1120.071685,1,1,"New Thippasandra,Bangalore",12.974961,77.651656,75
2203765,Dealer,0,1,3,BHK,1777.777778,1,1,"Rajaji Nagar,Bangalore",12.9847,77.5491,160
2203766,Owner,0,0,3,BHK,1900.108578,1,1,"Sector 78 Faridabad,Faridabad",28.38016,77.369936,70
2203767,Dealer,0,0,2,BHK,831.8083514,1,1,"Samata Nagar,Maharashtra",19.206252,72.962035,100
2203768,Dealer,0,0,3,BHK,1655.130906,1,1,"Gunjur,Bangalore",12.923762,77.736688,110
2203769,Dealer,0,0,3,BHK,1200.300075,1,1,"Haribhau Upadhyay Nagar Extension,Ajmer",26.483302,74.602211,32
2203770,Dealer,1,0,1,BHK,560.0121084,0,1,"Thane West,Mumbai",19.18,72.96333,74
2203771,Dealer,0,0,2,BHK,1000,1,1,"Ramlal Bazaar,Kolkata",22.52004,88.365365,50
2203772,Owner,0,0,4,BHK,1924.187031,1,1,"Bellandur,Bangalore",12.9255,77.6765,100
2203773,Dealer,1,1,1,BHK,795.0604753,0,1,"Ghansoli,Mumbai",19.126499,72.99956,94
2203774,Dealer,0,0,3,BHK,1400.161247,1,1,"Sector 84 Faridabad,Faridabad",28.40473,77.367514,52.1
2203775,Dealer,0,1,2,BHK,983.1230542,1,1,"Vanagaram,Chennai",13.062455,80.156453,60
2203776,Dealer,0,0,2,BHK,950.1187648,1,1,"Sector-49 Noida,Noida",28.564519,77.366816,16
2203777,Dealer,0,0,2,BHK,700.0350018,1,1,"Majiwada,Mumbai",19.218498,72.992114,120
2203778,Owner,0,0,1,BHK,680.2721088,1,1,"Ramnagar,Valsad",20.63333,72.93333,9
2203779,Owner,0,0,2,BHK,832.1985172,1,1,"Nana Mava Road,Rajkot",22.29691,70.79836,110
2203780,Owner,0,0,5,BHK,2110.149821,1,1,"KR Puram,Bangalore",13.010349,77.712151,100
2203781,Dealer,0,1,2,BHK,1036.050666,1,1,"Katraj Kondhwa Road,Pune",18.433704,73.853275,63.8
2203782,Owner,0,0,3,BHK,1400.203666,1,1,"Subbareddy Nagar,Tirupati",13.65,79.42,55
2203783,Owner,0,0,3,BHK,1810.699588,1,1,"Ambabari,Jaipur",26.91667,75.86667,110
2203784,Owner,0,0,3,BHK,1636.0601,1,1,"Hennur Road,Bangalore",13.0306,77.6485,98
2203785,Owner,0,0,2,BHK,700.0840101,1,1,"Purba Putiary,Kolkata",22.46493,88.351662,50
2203786,Owner,0,0,3,BHK,1690.045631,1,1,"Sector-62 Noida,Noida",28.6221,77.3674,100
2203787,Dealer,1,1,2,BHK,640.2684564,0,0,"Hinjewadi,Pune",18.5853,73.7413,47.7
2203788,Owner,0,0,2,BHK,905.9794645,1,1,"Punawale,Pune",18.637802,73.745912,45
2203789,Owner,1,1,3,BHK,1749.883341,0,1,"JP Nagar,Bangalore",12.905368,77.580403,150
2203790,Dealer,0,0,3,BHK,1814.49461,1,1,"Mahalaxmi,Maharashtra",18.978006,72.806154,510
2203791,Dealer,0,0,3,BHK,1358.080579,1,1,"Karapakkam,Chennai",12.925027,80.235348,90
2203792,Owner,1,0,2,BHK,886.9179601,0,1,"Joka,Kolkata",22.452032,88.298947,28
2203793,Owner,1,1,3,BHK,1475.409836,0,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,45
2203794,Owner,0,0,2,BHK,1100.917431,1,1,"NRI Layout,Bangalore",12.96991,77.59796,60
2203795,Dealer,0,0,2,BHK,1000,1,1,"Sector 23 Ulwe,Maharashtra",18.663883,73.767663,75
2203796,Dealer,0,1,2,BHK,1060.06006,1,1,"Balewadi,Pune",18.097689,74.735239,70.6
2203797,Builder,0,0,2,BHK,789.3617021,1,0,"Medavakkam,Chennai",12.91716,80.19287,37.1
2203798,Owner,0,0,3,BHK,2025.161092,1,1,"Koba,Gandhinagar",23.1505,72.6399,66
2203799,Dealer,0,0,3,BHK,1600.196947,1,1,"Mansarovar,Jaipur",26.8626,75.7633,65
2203800,Dealer,1,1,2,BHK,944.4444444,0,0,"Siddhartha Vihar,Ghaziabad",28.66667,77.41667,25.5
2203801,Owner,0,0,1,BHK,500,1,1,"Waghodia Road,Vadodara",22.294094,73.233686,8
2203802,Dealer,1,1,3,BHK,1700.07792,0,1,"Nerul,Mumbai",19.0242,73.0172,240
2203803,Dealer,0,0,2,BHK,900.0109757,1,1,"Bhusari Colony,Pune",18.51065,73.789259,82
2203804,Dealer,0,0,1,BHK,700.0622278,1,1,"Sector 35I Kharghar,Lalitpur",24.69028,78.41889,45
2203805,Dealer,0,1,3,BHK,1800,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,31.5
2203806,Dealer,0,0,2,BHK,950,1,1,"Airport,Kolkata",22.648322,88.4431525,30.4
2203807,Dealer,0,0,3,BHK,1873.071838,1,1,"VIP Road Vesu,Surat",21.143354,72.770931,85
2203808,Owner,0,0,3,BHK,1345.575431,1,1,"Majra,Dehradun",30.2903,78.0016,85
2203809,Owner,0,0,2,BHK,700,1,1,"Jadavpur,Kolkata",22.494831,88.370567,35
2203810,Dealer,0,0,2,BHK,780.0312012,1,1,"Purbalok,Kolkata",22.54111,88.33778,35
2203811,Owner,0,0,2,BHK,680.0649614,1,1,"Agaram,Chennai",13.084529,79.851274,33.5
2203812,Owner,0,0,1,BHK,400,1,1,"NIT Layout,Nagpur",21.116312,79.038827,11.5
2203813,Owner,0,0,3,BHK,19396.55172,1,1,"Pratapnagar,Jaipur",26.91667,75.86667,45
2203814,Dealer,0,0,3,BHK,2439.874521,1,1,"Magarpatta,Pune",18.510861,73.926175,210
2203815,Dealer,0,1,3,BHK,1651.235478,1,1,"Wadala,Lalitpur",24.69028,78.41889,280
2203816,Dealer,0,0,2,BHK,1218.161683,1,1,"Ghatikia,Bhubaneswar",20.26895,85.763542,55
2203817,Owner,1,1,2,BHK,759.4361073,0,1,"Gotal Pajri,Nagpur",21,79,16.7
2203818,Dealer,0,1,2,BHK,1248.148148,1,1,"Ajmer Road,Jaipur",26.928785,75.828002,33.7
2203819,Dealer,0,1,2,BHK,1246.105919,1,1,"Panvel,Maharashtra",18.966114,73.148278,68
2203820,Owner,0,0,2,BHK,649.8470948,1,1,"jail road,Bhavnagar",21.765,72.13694,17
2203821,Dealer,0,0,2,BHK,756.0483871,1,1,"Waghbil,Lalitpur",24.69028,78.41889,75
2203822,Owner,0,0,2,BHK,774.1650077,1,1,"Pallavaram,Chennai",12.968,80.1502,35
2203823,Dealer,0,0,2,BHK,760.5633803,1,1,"Madhyamgram,Kolkata",22.7,88.45,24.3
2203824,Dealer,1,1,2,BHK,780,0,0,"KR Puram,Bangalore",13.010349,77.712151,78
2203825,Dealer,0,0,3,BHK,1292.824822,1,1,"New Alipore,Kolkata",22.53028,88.33417,100
2203826,Owner,0,0,2,BHK,834.2022941,1,1,"Noombal Icon,Chennai",13.049073,80.135156,32
2203827,Dealer,0,0,3,BHK,1269.349845,1,1,"Rajarhat,Kolkata",22.54111,88.33778,41
2203828,Dealer,1,1,2,BHK,981.4741821,0,0,"Bhatagaon,Raipur",21.152442,81.090184,24.9
2203829,Dealer,0,1,3,BHK,1495.204062,1,1,"Sector-75 Noida,Noida",28.576117,77.382136,79.5
2203830,Builder,1,1,3,BHK,1450,0,0,"Begur,Bangalore",12.8706,77.6279,52.2
2203831,Dealer,0,1,3,BHK,1508.12065,1,1,"Hosur Road,Bangalore",12.752264,77.452739,130
2203832,Owner,0,0,2,BHK,1079.969144,1,1,"Sahastradhara Road,Dehradun",30.382066,78.123734,42
2203833,Owner,0,0,3,BHK,1300.390117,1,1,"Swarna Jayanti Nagar,Aligarh",27.892383,78.101489,40
2203834,Owner,0,0,2,BHK,1000,1,1,"Kamla Nehru Nagar,Jaipur",28.683355,77.457981,29
2203835,Owner,0,0,2,BHK,800,1,1,"vasantam nagar,Avadi,Chennai",13.021267,80.183237,20
2203836,Dealer,0,0,2,BHK,970.1202949,1,1,"Sector 5 Ulwe,Maharashtra",19.148338,72.995687,75
2203837,Owner,0,1,2,BHK,862.0689655,1,1,"Hoskote,Bangalore",13.07,77.8,38
2203838,Dealer,0,0,4,BHK,3427.818062,1,1,"Sector-128 Noida,Noida",28.522931,77.357078,260
2203839,Owner,0,0,3,BHK,1550.246216,1,1,"Shivaji Palem,Visakhapatnam",17.7,83.25,85
2203840,Dealer,0,0,2,BHK,730.0042319,1,1,"Kasar vadavali,Lalitpur",24.6902,78.416,69
2203841,Owner,0,0,1,BHK,526.0243632,1,1,"Loni Kalbhor,Pune",18.4837,74.0265,19
2203842,Dealer,0,1,3,BHK,1627.261415,1,1,"Sector 34C Kharghar,Mumbai",19.038205,73.06612,170
2203843,Dealer,0,0,2,BHK,1324.854266,1,1,"Faizabad Road,Lucknow",26.86056,80.91583,50
2203844,Dealer,0,0,3,BHK,1671.464389,1,1,"Dahisar (East),Lalitpur",19.256471,72.868815,180
2203845,Dealer,0,0,2,BHK,1486.988848,1,1,"Mansarovar Extension,Jaipur",26.8626,75.7633,32
2203846,Owner,0,0,3,BHK,1250,1,1,"Sadhu vaswani road,Rajkot",22.29691,70.79836,75
2203847,Dealer,0,0,2,BHK,830.9248555,1,1,"New Town,Kolkata",22.5922,88.484911,34.5
2203848,Dealer,0,0,2,BHK,1120.547299,1,1,"Orlem,Lalitpur",24.69028,78.41889,190
2203849,Dealer,0,1,3,BHK,2008.320184,1,1,"Vasantha Vallabha Nagar,Bangalore",12.96991,77.59796,140
2203850,Owner,0,1,3,BHK,1200,1,1,"Kharar,Mohali",30.74,76.65,24
2203851,Owner,0,0,2,BHK,1200,1,1,"Tamando,Bhubaneswar",20.236361,85.743845,27
2203852,Owner,0,0,2,BHK,1200.082764,1,1,"Yelahanka,Bangalore",13.11389,77.59833,58
2203853,Dealer,1,0,2,BHK,890.5263158,0,1,"Valencia,Mangalore",12.87028,74.88056,42.3
2203854,Dealer,0,1,3,BHK,2019.975311,1,1,"Wakad,Pune",18.5993,73.7625,180
2203855,Dealer,0,0,2,BHK,1045.088086,1,1,"Sector 70 Faridabad,Faridabad",28.340575,77.348933,35
2203856,Dealer,1,1,3,BHK,1318.010498,0,1,"Chembur,Lalitpur",19.05871,72.89969,570
2203857,Dealer,0,0,4,BHK,1810.061119,1,1,"Rajarhat,Kolkata",22.54111,88.33778,77
2203858,Owner,0,0,2,BHK,1255.075674,1,1,"Sundarpada,Bhubaneswar",20.230195,85.816005,34
2203859,Owner,0,0,1,BHK,680.0518135,1,1,"Sector-20B Airoli,Lalitpur",28.38451,77.311096,63
2203860,Dealer,0,1,2,BHK,942.7121102,1,1,"Naya Raipur,Raipur",29.9055,75.2547,26
2203861,Dealer,0,0,3,BHK,940.0575094,1,1,"New Town,Kolkata",22.5922,88.484911,42.5
2203862,Dealer,1,1,1,BHK,475.0133295,0,1,"Malad (West),Mumbai",19.1849,72.8347,98
2203863,Dealer,1,1,3,BHK,1844.117647,0,1,"Mahalakshmi Nagar,Indore",22.175748,75.582163,62.7
2203864,Dealer,0,0,4,BHK,4000,1,1,"Jayanagar,Bangalore",12.925,77.595,350
2203865,Dealer,0,0,2,BHK,1000,1,1,"Pimple Saudagar,Pune",18.5956,73.7981,65
2203866,Dealer,1,1,3,BHK,1105.059594,0,1,"Orlem,Mumbai",18.96667,72.83333,280
2203867,Dealer,0,0,3,BHK,1152.542373,1,1,"Thane West,Maharashtra",19.18,72.96333,170
